order_id,product_id,ship_mode,shipping_cost,ship_date
IN-2011-44803,TEC-AC-10000483,First Class,72.64,2023-05-03 00:00:00.000000 UTC
ES-2011-5039850,OFF-ST-10004409,First Class,10.81,2023-06-16 00:00:00.000000 UTC
ES-2011-5039850,OFF-FA-10000670,First Class,22.86,2023-06-16 00:00:00.000000 UTC
ES-2011-5957871,OFF-AR-10003117,First Class,5.58,2023-05-01 00:00:00.000000 UTC
ES-2011-5957871,OFF-AR-10002816,First Class,37.03,2023-05-01 00:00:00.000000 UTC
IT-2011-5027623,OFF-AR-10003247,First Class,7.31,2023-06-11 00:00:00.000000 UTC
ES-2011-3670390,OFF-ST-10001426,First Class,3.59,2023-08-12 00:00:00.000000 UTC
KZ-2011-1240,TEC-BEL-10002207,First Class,6.67,2023-12-21 00:00:00.000000 UTC
KZ-2011-1240,TEC-NOK-10001678,First Class,13.83,2023-12-21 00:00:00.000000 UTC
KZ-2011-1240,OFF-CAR-10002375,First Class,0.05,2023-12-21 00:00:00.000000 UTC
KZ-2011-1240,OFF-GLO-10002982,First Class,3.65,2023-12-21 00:00:00.000000 UTC
KZ-2011-1240,OFF-ACC-10003745,First Class,4.21,2023-12-21 00:00:00.000000 UTC
ES-2011-5952460,OFF-BI-10000346,First Class,22.15,2023-06-19 00:00:00.000000 UTC
ES-2011-5298002,OFF-PA-10001869,First Class,43.72,2023-07-01 00:00:00.000000 UTC
IT-2011-1939979,FUR-TA-10003527,First Class,206.61,2023-05-14 00:00:00.000000 UTC
IT-2011-5629016,FUR-TA-10000347,First Class,440.25,2023-06-02 00:00:00.000000 UTC
SA-2011-6240,FUR-BUS-10004475,First Class,40.76,2023-06-29 00:00:00.000000 UTC
CA-2011-146591,FUR-BO-10001972,First Class,29.68,2023-01-21 00:00:00.000000 UTC
CA-2011-146591,OFF-BI-10003676,First Class,6.03,2023-01-21 00:00:00.000000 UTC
CA-2011-146591,OFF-EN-10002504,First Class,10.39,2023-01-21 00:00:00.000000 UTC
CA-2011-146591,OFF-PA-10000659,First Class,14.49,2023-01-21 00:00:00.000000 UTC
CA-2011-108189,OFF-EN-10004846,First Class,2.88,2023-10-05 00:00:00.000000 UTC
CA-2011-108189,OFF-FA-10000735,First Class,1.32,2023-10-05 00:00:00.000000 UTC
CA-2011-108189,OFF-PA-10001838,First Class,1.06,2023-10-05 00:00:00.000000 UTC
CA-2011-108189,OFF-SU-10003567,First Class,1.72,2023-10-05 00:00:00.000000 UTC
CA-2011-108189,TEC-AC-10003038,First Class,0.93,2023-10-05 00:00:00.000000 UTC
CA-2011-108189,TEC-PH-10001760,First Class,81.54,2023-10-05 00:00:00.000000 UTC
CA-2011-108189,TEC-PH-10001557,First Class,5.6,2023-10-05 00:00:00.000000 UTC
CA-2011-138681,FUR-CH-10004860,First Class,54.19,2023-12-22 00:00:00.000000 UTC
CA-2011-138681,FUR-FU-10001876,First Class,9.74,2023-12-22 00:00:00.000000 UTC
CA-2011-138681,OFF-PA-10000357,First Class,31.28,2023-12-22 00:00:00.000000 UTC
CA-2011-138681,OFF-PA-10003270,First Class,0.49,2023-12-22 00:00:00.000000 UTC
CA-2011-138681,TEC-AC-10003628,First Class,13.22,2023-12-22 00:00:00.000000 UTC
RS-2011-5330,OFF-BRE-10002738,First Class,71.67,2023-09-22 00:00:00.000000 UTC
TZ-2011-5130,OFF-FEL-10004665,First Class,132.29,2023-01-21 00:00:00.000000 UTC
TX-2011-5830,OFF-ACC-10002772,First Class,1.69,2023-12-01 00:00:00.000000 UTC
US-2011-168382,FUR-CH-10000302,First Class,30.117,2023-06-21 00:00:00.000000 UTC
US-2011-168382,OFF-BI-10004305,First Class,1.147,2023-06-21 00:00:00.000000 UTC
ID-2011-84941,TEC-PH-10004211,First Class,28.42,2023-11-21 00:00:00.000000 UTC
ID-2011-81917,OFF-EN-10001044,First Class,6.49,2023-06-01 00:00:00.000000 UTC
ID-2011-83562,OFF-PA-10000721,First Class,2.81,2023-09-14 00:00:00.000000 UTC
ID-2011-83695,OFF-BI-10001347,First Class,1.07,2023-11-15 00:00:00.000000 UTC
ID-2011-83695,OFF-BI-10001662,First Class,6.58,2023-11-15 00:00:00.000000 UTC
ID-2011-84941,OFF-AP-10000977,First Class,12.24,2023-11-21 00:00:00.000000 UTC
ID-2011-84941,OFF-PA-10003808,First Class,5.4,2023-11-21 00:00:00.000000 UTC
ES-2011-4694484,OFF-AR-10001714,First Class,14.59,2023-10-17 00:00:00.000000 UTC
ES-2011-3156142,FUR-FU-10000605,First Class,5.45,2023-09-27 00:00:00.000000 UTC
IZ-2011-8200,OFF-ACC-10002680,First Class,28.8,2023-06-23 00:00:00.000000 UTC
IZ-2011-8200,OFF-WIL-10003299,First Class,8.56,2023-06-23 00:00:00.000000 UTC
IZ-2011-290,FUR-HON-10004137,First Class,16.16,2023-06-18 00:00:00.000000 UTC
IZ-2011-4150,FUR-OFF-10001224,First Class,45.92,2023-11-10 00:00:00.000000 UTC
IZ-2011-290,TEC-HP -10002221,First Class,12.19,2023-06-18 00:00:00.000000 UTC
IZ-2011-4150,TEC-PAN-10002454,First Class,42.29,2023-11-10 00:00:00.000000 UTC
MX-2011-136476,OFF-AP-10004994,First Class,133.57,2023-11-15 00:00:00.000000 UTC
US-2011-150777,OFF-BI-10000136,First Class,2.846,2023-09-09 00:00:00.000000 UTC
MX-2011-146304,OFF-BI-10002517,First Class,7.61,2023-07-20 00:00:00.000000 UTC
MX-2011-146304,OFF-AP-10003079,First Class,3.852,2023-07-20 00:00:00.000000 UTC
MX-2011-168599,OFF-EN-10004870,First Class,26.232,2023-01-15 00:00:00.000000 UTC
IN-2011-30824,FUR-CH-10001204,First Class,5.64,2023-06-03 00:00:00.000000 UTC
IN-2011-30824,FUR-CH-10003841,First Class,202.94,2023-06-03 00:00:00.000000 UTC
TU-2011-8870,OFF-SME-10001718,First Class,0.71,2023-06-11 00:00:00.000000 UTC
SO-2011-2000,OFF-AVE-10002892,First Class,15.89,2023-03-23 00:00:00.000000 UTC
IN-2011-48506,OFF-AP-10001504,First Class,10.64,2023-03-31 00:00:00.000000 UTC
RS-2011-2830,OFF-AVE-10004251,First Class,13.48,2023-11-15 00:00:00.000000 UTC
ES-2011-2585328,OFF-BI-10000042,First Class,5.73,2023-08-11 00:00:00.000000 UTC
ES-2011-2585328,TEC-CO-10001633,First Class,527.87,2023-08-11 00:00:00.000000 UTC
IN-2011-85088,FUR-FU-10003326,First Class,20.53,2023-03-25 00:00:00.000000 UTC
IN-2011-85088,TEC-PH-10000841,First Class,64.1,2023-03-25 00:00:00.000000 UTC
IN-2011-19351,OFF-LA-10000506,First Class,3.22,2023-06-19 00:00:00.000000 UTC
IN-2011-37278,OFF-EN-10000224,First Class,2.93,2023-03-15 00:00:00.000000 UTC
IN-2011-19351,FUR-TA-10001889,First Class,449.18,2023-06-19 00:00:00.000000 UTC
AG-2011-4410,OFF-EAT-10003338,First Class,4.29,2023-11-04 00:00:00.000000 UTC
IT-2011-3183678,OFF-AP-10001103,First Class,199.64,2023-09-25 00:00:00.000000 UTC
IT-2011-3183678,OFF-AP-10000486,First Class,655.91,2023-09-25 00:00:00.000000 UTC
ES-2011-1001989,OFF-BI-10002570,First Class,38.8,2023-03-14 00:00:00.000000 UTC
IT-2011-3183678,OFF-AR-10004492,First Class,55.7,2023-09-25 00:00:00.000000 UTC
IT-2011-3183678,OFF-EN-10001979,First Class,4.56,2023-09-25 00:00:00.000000 UTC
IT-2011-3183678,OFF-PA-10000317,First Class,18.37,2023-09-25 00:00:00.000000 UTC
ES-2011-3609014,OFF-BI-10000538,First Class,7.9,2023-11-14 00:00:00.000000 UTC
NI-2011-3310,OFF-BIN-10003327,First Class,2.07,2023-08-14 00:00:00.000000 UTC
NI-2011-3310,OFF-HON-10000934,First Class,4.43,2023-08-14 00:00:00.000000 UTC
ES-2011-1846006,OFF-SU-10000906,First Class,116.77,2023-09-15 00:00:00.000000 UTC
ES-2011-1846006,OFF-FA-10000411,First Class,5.13,2023-09-15 00:00:00.000000 UTC
ES-2011-5010472,OFF-AR-10004825,First Class,15.7,2023-11-18 00:00:00.000000 UTC
ES-2011-5010472,OFF-BI-10004328,First Class,13.01,2023-11-18 00:00:00.000000 UTC
ES-2011-1846006,TEC-AC-10000929,First Class,23.21,2023-09-15 00:00:00.000000 UTC
ES-2011-5251246,TEC-CO-10001633,First Class,15.0,2023-09-29 00:00:00.000000 UTC
ES-2011-1846006,OFF-ST-10000952,First Class,32.18,2023-09-15 00:00:00.000000 UTC
US-2011-161760,TEC-PH-10000169,First Class,386.003,2023-12-24 00:00:00.000000 UTC
US-2011-166002,OFF-FA-10002453,First Class,4.067,2023-03-11 00:00:00.000000 UTC
US-2011-161760,OFF-EN-10001832,First Class,5.437,2023-12-24 00:00:00.000000 UTC
ZI-2011-2600,OFF-SAN-10001345,First Class,2.0,2023-05-14 00:00:00.000000 UTC
ZI-2011-2600,OFF-JIF-10003115,First Class,0.71,2023-05-14 00:00:00.000000 UTC
ZI-2011-2600,OFF-SAN-10001237,First Class,2.25,2023-05-14 00:00:00.000000 UTC
ZI-2011-2600,OFF-ROG-10001549,First Class,0.58,2023-05-14 00:00:00.000000 UTC
EG-2011-4410,OFF-ACC-10004538,First Class,5.48,2023-11-24 00:00:00.000000 UTC
IT-2011-2876489,OFF-EN-10003381,First Class,43.35,2023-06-24 00:00:00.000000 UTC
IT-2011-2876489,OFF-AR-10000066,First Class,2.08,2023-06-24 00:00:00.000000 UTC
IT-2011-2876489,FUR-CH-10000479,First Class,401.13,2023-06-24 00:00:00.000000 UTC
IT-2011-4081442,OFF-ST-10002263,First Class,41.83,2023-09-04 00:00:00.000000 UTC
CA-2011-138737,OFF-AR-10003190,First Class,0.71,2023-12-10 00:00:00.000000 UTC
CA-2011-101931,OFF-ST-10003442,First Class,14.96,2023-10-31 00:00:00.000000 UTC
CA-2011-101931,OFF-SU-10000646,First Class,21.55,2023-10-31 00:00:00.000000 UTC
CA-2011-101931,OFF-SU-10002301,First Class,1.41,2023-10-31 00:00:00.000000 UTC
CA-2011-127558,OFF-SU-10002537,First Class,5.13,2023-11-18 00:00:00.000000 UTC
CA-2011-119144,OFF-ST-10000991,First Class,89.84,2023-11-18 00:00:00.000000 UTC
US-2011-157385,OFF-EN-10003160,First Class,2.9,2023-11-25 00:00:00.000000 UTC
CA-2011-150203,OFF-AP-10001469,First Class,36.78,2023-12-07 00:00:00.000000 UTC
CA-2011-106726,OFF-ST-10001496,First Class,506.49,2023-12-08 00:00:00.000000 UTC
CA-2011-162992,OFF-FA-10004248,First Class,2.33,2023-12-21 00:00:00.000000 UTC
CA-2011-162992,OFF-LA-10001934,First Class,1.2,2023-12-21 00:00:00.000000 UTC
CA-2011-130449,OFF-LA-10001934,First Class,3.81,2023-09-09 00:00:00.000000 UTC
CA-2011-140662,OFF-AP-10001242,First Class,14.77,2023-11-19 00:00:00.000000 UTC
CA-2011-159800,OFF-AP-10004859,First Class,3.95,2023-12-01 00:00:00.000000 UTC
CA-2011-157546,OFF-PA-10004569,First Class,6.37,2023-07-22 00:00:00.000000 UTC
CA-2011-140662,OFF-PA-10003395,First Class,121.19,2023-11-19 00:00:00.000000 UTC
CA-2011-154592,OFF-PA-10000062,First Class,61.23,2023-12-08 00:00:00.000000 UTC
CA-2011-141726,OFF-PA-10000418,First Class,22.92,2023-07-22 00:00:00.000000 UTC
CA-2011-141726,OFF-PA-10002230,First Class,3.15,2023-07-22 00:00:00.000000 UTC
CA-2011-132451,OFF-PA-10004888,First Class,5.1,2023-09-27 00:00:00.000000 UTC
CA-2011-132913,OFF-AP-10003278,First Class,2.16,2023-12-26 00:00:00.000000 UTC
CA-2011-127866,OFF-AR-10003481,First Class,0.63,2023-07-23 00:00:00.000000 UTC
CA-2011-127866,OFF-ST-10001490,First Class,17.7,2023-07-23 00:00:00.000000 UTC
CA-2011-157924,OFF-ST-10002352,First Class,4.81,2023-10-13 00:00:00.000000 UTC
CA-2011-133354,OFF-PA-10001800,First Class,5.01,2023-02-25 00:00:00.000000 UTC
CA-2011-127866,OFF-PA-10003971,First Class,2.18,2023-07-23 00:00:00.000000 UTC
CA-2011-130449,FUR-FU-10001487,First Class,7.67,2023-09-09 00:00:00.000000 UTC
CA-2011-140662,TEC-AC-10001314,First Class,11.59,2023-11-19 00:00:00.000000 UTC
CA-2011-159800,TEC-AC-10003447,First Class,33.11,2023-12-01 00:00:00.000000 UTC
CA-2011-127866,TEC-AC-10000023,First Class,4.64,2023-07-23 00:00:00.000000 UTC
CA-2011-152233,TEC-AC-10002800,First Class,9.57,2023-10-06 00:00:00.000000 UTC
CA-2011-141726,FUR-FU-10003577,First Class,10.02,2023-07-22 00:00:00.000000 UTC
CA-2011-158540,FUR-FU-10001602,First Class,38.26,2023-11-26 00:00:00.000000 UTC
US-2011-157385,TEC-AC-10003280,First Class,10.73,2023-11-25 00:00:00.000000 UTC
CA-2011-136399,FUR-FU-10004090,First Class,6.42,2023-12-17 00:00:00.000000 UTC
CA-2011-136399,TEC-AC-10001142,First Class,17.2,2023-12-17 00:00:00.000000 UTC
CA-2011-127558,FUR-FU-10002505,First Class,1.3,2023-11-18 00:00:00.000000 UTC
CA-2011-127558,TEC-AC-10003832,First Class,164.04,2023-11-18 00:00:00.000000 UTC
CA-2011-115161,FUR-BO-10003966,First Class,54.64,2023-02-03 00:00:00.000000 UTC
CA-2011-101931,FUR-BO-10001337,First Class,93.48,2023-10-31 00:00:00.000000 UTC
CA-2011-119144,FUR-BO-10004015,First Class,99.3,2023-11-18 00:00:00.000000 UTC
CA-2011-132451,FUR-CH-10000454,First Class,179.73,2023-09-27 00:00:00.000000 UTC
CA-2011-157924,FUR-CH-10000229,First Class,82.68,2023-10-13 00:00:00.000000 UTC
CA-2011-141726,OFF-BI-10001982,First Class,2.06,2023-07-22 00:00:00.000000 UTC
CA-2011-157546,OFF-BI-10002498,First Class,22.9,2023-07-22 00:00:00.000000 UTC
CA-2011-152296,OFF-BI-10004506,First Class,3.23,2023-08-03 00:00:00.000000 UTC
US-2011-158400,OFF-BI-10002353,First Class,2.84,2023-10-28 00:00:00.000000 UTC
CA-2011-131387,TEC-PH-10001459,First Class,175.16,2023-04-30 00:00:00.000000 UTC
CA-2011-159338,FUR-TA-10004147,First Class,42.02,2023-06-28 00:00:00.000000 UTC
US-2011-157385,FUR-CH-10000863,First Class,131.5,2023-11-25 00:00:00.000000 UTC
US-2011-157385,FUR-CH-10000595,First Class,115.76,2023-11-25 00:00:00.000000 UTC
CA-2011-136399,FUR-CH-10002602,First Class,66.01,2023-12-17 00:00:00.000000 UTC
CA-2011-119144,TEC-PH-10004188,First Class,13.36,2023-11-18 00:00:00.000000 UTC
CA-2011-136399,TEC-PH-10004977,First Class,112.2,2023-12-17 00:00:00.000000 UTC
CA-2011-162992,TEC-PH-10002085,First Class,39.03,2023-12-21 00:00:00.000000 UTC
CA-2011-162992,TEC-PH-10001944,First Class,77.99,2023-12-21 00:00:00.000000 UTC
US-2011-128685,OFF-BI-10004140,First Class,1.62,2023-04-05 00:00:00.000000 UTC
CA-2011-101931,OFF-BI-10004140,First Class,1.57,2023-10-31 00:00:00.000000 UTC
ES-2011-1205554,OFF-SU-10004244,First Class,27.5,2023-11-02 00:00:00.000000 UTC
ES-2011-3995423,OFF-PA-10000816,First Class,12.88,2024-01-02 00:00:00.000000 UTC
ES-2011-3995423,OFF-PA-10002524,First Class,20.87,2024-01-02 00:00:00.000000 UTC
ES-2011-3995423,OFF-AR-10000724,First Class,15.97,2024-01-02 00:00:00.000000 UTC
ES-2011-3995423,TEC-CO-10001628,First Class,26.97,2024-01-02 00:00:00.000000 UTC
IN-2011-82358,OFF-FA-10000059,First Class,7.41,2023-03-17 00:00:00.000000 UTC
ES-2011-5407941,OFF-PA-10001323,First Class,5.91,2023-12-04 00:00:00.000000 UTC
ES-2011-4401446,FUR-BO-10004547,First Class,29.88,2023-12-28 00:00:00.000000 UTC
ES-2011-3805636,OFF-ST-10004855,First Class,94.2,2023-05-15 00:00:00.000000 UTC
IT-2011-3316894,OFF-EN-10003936,First Class,9.07,2023-04-08 00:00:00.000000 UTC
ES-2011-4606457,OFF-AR-10001002,First Class,21.03,2023-08-15 00:00:00.000000 UTC
ES-2011-4450781,OFF-AP-10003182,First Class,54.97,2023-11-13 00:00:00.000000 UTC
ES-2011-4450781,OFF-PA-10002396,First Class,5.96,2023-11-13 00:00:00.000000 UTC
ES-2011-4450781,OFF-PA-10001371,First Class,5.69,2023-11-13 00:00:00.000000 UTC
ES-2011-3215372,FUR-FU-10000295,First Class,5.9,2023-08-17 00:00:00.000000 UTC
IT-2011-3316894,FUR-TA-10000304,First Class,2.89,2023-04-08 00:00:00.000000 UTC
IT-2011-3316894,OFF-ST-10001758,First Class,345.81,2023-04-08 00:00:00.000000 UTC
IN-2011-50445,OFF-BI-10000340,First Class,28.58,2023-12-28 00:00:00.000000 UTC
IN-2011-43718,OFF-SU-10003863,First Class,28.91,2023-02-28 00:00:00.000000 UTC
MX-2011-150854,OFF-ST-10002632,First Class,20.981,2023-11-02 00:00:00.000000 UTC
MX-2011-151694,TEC-CO-10000222,First Class,80.624,2023-10-18 00:00:00.000000 UTC
MX-2011-168893,OFF-AR-10000461,First Class,10.911,2023-11-26 00:00:00.000000 UTC
MX-2011-168893,OFF-BI-10004305,First Class,1.501,2023-11-26 00:00:00.000000 UTC
MX-2011-168893,FUR-BO-10004340,First Class,153.053,2023-11-26 00:00:00.000000 UTC
MX-2011-168893,FUR-FU-10003237,First Class,10.033,2023-11-26 00:00:00.000000 UTC
MX-2011-168893,TEC-CO-10001580,First Class,17.535,2023-11-26 00:00:00.000000 UTC
MX-2011-110275,OFF-AP-10001630,First Class,589.293,2023-11-23 00:00:00.000000 UTC
MX-2011-110275,TEC-PH-10001548,First Class,34.103,2023-11-23 00:00:00.000000 UTC
MX-2011-110275,TEC-CO-10002009,First Class,131.127,2023-11-23 00:00:00.000000 UTC
IN-2011-67000,OFF-AR-10000054,First Class,15.8,2023-04-28 00:00:00.000000 UTC
US-2011-125535,OFF-FA-10001776,First Class,1.537,2023-11-26 00:00:00.000000 UTC
MX-2011-164875,OFF-AR-10001813,First Class,5.137,2023-05-14 00:00:00.000000 UTC
MX-2011-130008,OFF-AR-10000904,First Class,30.229,2023-12-10 00:00:00.000000 UTC
MX-2011-150588,OFF-AR-10000845,First Class,2.214,2023-06-20 00:00:00.000000 UTC
MX-2011-144162,OFF-FA-10003985,First Class,5.095,2023-12-25 00:00:00.000000 UTC
MX-2011-126375,OFF-BI-10003324,First Class,6.885,2023-11-30 00:00:00.000000 UTC
MX-2011-150588,TEC-PH-10003980,First Class,35.779,2023-06-20 00:00:00.000000 UTC
MX-2011-126375,TEC-MA-10003400,First Class,222.045,2023-11-30 00:00:00.000000 UTC
MX-2011-130008,FUR-BO-10001356,First Class,226.629,2023-12-10 00:00:00.000000 UTC
KE-2011-7940,OFF-SME-10001652,First Class,21.6,2023-01-24 00:00:00.000000 UTC
CA-2011-133690,FUR-TA-10004289,First Class,30.18,2023-08-05 00:00:00.000000 UTC
CA-2011-111451,OFF-BI-10004593,First Class,20.47,2023-12-28 00:00:00.000000 UTC
CA-2011-142048,TEC-AC-10004114,First Class,35.16,2023-06-25 00:00:00.000000 UTC
CA-2011-120096,OFF-AP-10000692,First Class,6.83,2023-07-07 00:00:00.000000 UTC
CA-2011-120096,OFF-PA-10001977,First Class,34.66,2023-07-07 00:00:00.000000 UTC
CA-2011-133690,OFF-AP-10003622,First Class,0.59,2023-08-05 00:00:00.000000 UTC
CA-2011-111451,FUR-CH-10001891,First Class,87.27,2023-12-28 00:00:00.000000 UTC
CA-2011-111451,FUR-FU-10002918,First Class,60.56,2023-12-28 00:00:00.000000 UTC
CA-2011-111451,FUR-FU-10004091,First Class,54.13,2023-12-28 00:00:00.000000 UTC
CA-2011-111451,OFF-FA-10004854,First Class,6.23,2023-12-28 00:00:00.000000 UTC
CA-2011-141278,OFF-AR-10003056,First Class,6.58,2023-06-24 00:00:00.000000 UTC
CA-2011-141005,OFF-BI-10001989,First Class,9.61,2023-08-18 00:00:00.000000 UTC
ES-2011-1417751,OFF-AR-10000091,First Class,11.02,2023-08-12 00:00:00.000000 UTC
MX-2011-126893,FUR-BO-10002008,First Class,38.151,2023-04-17 00:00:00.000000 UTC
MX-2011-126893,FUR-CH-10002653,First Class,15.005,2023-04-17 00:00:00.000000 UTC
US-2011-161984,FUR-FU-10004015,First Class,16.329,2023-09-25 00:00:00.000000 UTC
MX-2011-126893,OFF-FA-10002552,First Class,12.729,2023-04-17 00:00:00.000000 UTC
MX-2011-126893,OFF-LA-10002015,First Class,0.712,2023-04-17 00:00:00.000000 UTC
US-2011-133795,OFF-AR-10003321,First Class,9.174,2023-06-07 00:00:00.000000 UTC
US-2011-129721,OFF-PA-10000108,First Class,2.982,2023-07-02 00:00:00.000000 UTC
US-2011-129721,OFF-PA-10003832,First Class,1.729,2023-07-02 00:00:00.000000 UTC
US-2011-161984,OFF-BI-10001987,First Class,8.011,2023-09-25 00:00:00.000000 UTC
US-2011-161984,OFF-SU-10004662,First Class,6.255,2023-09-25 00:00:00.000000 UTC
US-2011-120593,OFF-ST-10001598,First Class,6.314,2023-06-27 00:00:00.000000 UTC
TU-2011-5770,FUR-SAF-10001949,First Class,6.08,2023-11-06 00:00:00.000000 UTC
TU-2011-5770,TEC-SAN-10000740,First Class,7.64,2023-11-06 00:00:00.000000 UTC
TU-2011-5770,TEC-PAN-10002756,First Class,24.18,2023-11-06 00:00:00.000000 UTC
TU-2011-5770,OFF-BIC-10001211,First Class,3.7,2023-11-06 00:00:00.000000 UTC
TU-2011-5770,OFF-ACC-10000307,First Class,0.55,2023-11-06 00:00:00.000000 UTC
TU-2011-5770,OFF-AVE-10004312,First Class,0.81,2023-11-06 00:00:00.000000 UTC
MX-2011-166282,OFF-AP-10002709,First Class,24.44,2023-06-04 00:00:00.000000 UTC
SG-2011-8430,OFF-TEN-10004194,First Class,23.83,2023-08-05 00:00:00.000000 UTC
SG-2011-6280,OFF-FEL-10000998,First Class,22.35,2023-04-23 00:00:00.000000 UTC
SG-2011-6280,OFF-FEL-10004665,First Class,99.68,2023-04-23 00:00:00.000000 UTC
TZ-2011-4790,OFF-IBI-10004916,First Class,3.89,2023-05-05 00:00:00.000000 UTC
TZ-2011-4790,FUR-ELD-10003828,First Class,7.14,2023-05-05 00:00:00.000000 UTC
TZ-2011-4790,TEC-HEW-10001074,First Class,205.74,2023-05-05 00:00:00.000000 UTC
TZ-2011-4790,TEC-EPS-10001644,First Class,48.25,2023-05-05 00:00:00.000000 UTC
TZ-2011-4790,OFF-ELD-10004625,First Class,25.32,2023-05-05 00:00:00.000000 UTC
TZ-2011-4790,OFF-TEN-10000433,First Class,34.03,2023-05-05 00:00:00.000000 UTC
CA-2011-163650,OFF-AR-10002375,First Class,1.23,2023-09-25 00:00:00.000000 UTC
CA-2011-163650,OFF-BI-10004965,First Class,7.4,2023-09-25 00:00:00.000000 UTC
CA-2011-130092,FUR-FU-10000010,First Class,2.69,2023-01-15 00:00:00.000000 UTC
IN-2011-53203,OFF-AR-10004656,First Class,28.31,2023-12-23 00:00:00.000000 UTC
IN-2011-53203,FUR-FU-10000921,First Class,13.44,2023-12-23 00:00:00.000000 UTC
IN-2011-53203,FUR-FU-10003094,First Class,58.28,2023-12-23 00:00:00.000000 UTC
IN-2011-53203,FUR-CH-10000391,First Class,68.59,2023-12-23 00:00:00.000000 UTC
IN-2011-53203,TEC-AC-10000111,First Class,22.53,2023-12-23 00:00:00.000000 UTC
US-2011-161200,OFF-SU-10003582,First Class,3.34,2023-03-13 00:00:00.000000 UTC
MX-2011-157084,OFF-BI-10000325,First Class,3.811,2023-10-24 00:00:00.000000 UTC
MX-2011-157084,OFF-EN-10002778,First Class,0.196,2023-10-24 00:00:00.000000 UTC
MX-2011-155159,OFF-EN-10000025,First Class,22.538,2023-07-10 00:00:00.000000 UTC
MX-2011-106264,OFF-EN-10000857,First Class,5.521,2023-12-06 00:00:00.000000 UTC
MX-2011-106264,OFF-BI-10000963,First Class,1.49,2023-12-06 00:00:00.000000 UTC
MX-2011-137946,TEC-AC-10003738,First Class,15.178,2023-06-03 00:00:00.000000 UTC
US-2011-156706,TEC-AC-10004289,First Class,37.878,2023-11-10 00:00:00.000000 UTC
US-2011-145674,FUR-CH-10001914,First Class,59.642,2023-02-26 00:00:00.000000 UTC
US-2011-156440,FUR-FU-10001617,First Class,3.55,2023-07-29 00:00:00.000000 UTC
US-2011-156706,FUR-FU-10003036,First Class,11.225,2023-11-10 00:00:00.000000 UTC
TU-2011-1230,FUR-HON-10000339,First Class,1.88,2023-12-03 00:00:00.000000 UTC
IT-2011-3941469,FUR-FU-10004608,First Class,23.78,2023-08-31 00:00:00.000000 UTC
IT-2011-3941469,OFF-AR-10001599,First Class,10.81,2023-08-31 00:00:00.000000 UTC
